Ticker,Name,Exchange,CategoryName,CategoryNumber,
ZNC.AX,Zenith Minerals Limited,ASX,Copper,131,
SXG.AX,"Southern Cross Gold Fields Ltd
",ASX,Copper,131,
SCCO,Southern Copper Corp.,NYQ,Copper,131,
SRR.AX,Shaw River Manganese Limited,ASX,Copper,131,
WCP.AX,WCP Resources Limited,ASX,Copper,131,
FG5.SG,METALS X,STU,Copper,131,
SMM.AX,Summit Resources Limited,ASX,Copper,131,
NDA.DE,Aurubis AG,GER,Copper,131,
NIC.F,AZURE MINERALS,FRA,Copper,131,
YM1.MU,PANORAMIC RES,MUN,Copper,131,
NR4.F,NEVSUN RESOURCES,FRA,Copper,131,
ARG.TO,Amerigo Resources Ltd.,TOR,Copper,131,
PRECWIRE.NS,Precision Wires India Ltd.,NSI,Copper,131,
COF,Capital One Financial Corporation,NYQ,Credit Services,424,
AAU.SG,AIFUL,STU,Credit Services,424,
XOOM,Xoom Corporation,NMS,Credit Services,424,
EFX,Equifax Inc.,NYQ,Credit Services,424,
CPSS,"Consumer Portfolio Services, Inc.",NGM,Credit Services,424,
ON.V,"OneRoof Energy Group, Inc.",VAN,Credit Services,424,
EFN.TO,Element Financial Corporation,TOR,Credit Services,424,
WRLD,World Acceptance Corp.,NMS,Credit Services,424,
OIX.SG,ORIX CORP,STU,Credit Services,424,
CBL.TO,Callidus Capital Corporation,TOR,Credit Services,424,
CSH,"Cash America International, Inc.",NYQ,Credit Services,424,
TRCFIN.BO,TRC Financial Services Ltd.,BSE,Credit Services,424,
TSS,"Total System Services, Inc.",NYQ,Credit Services,424,
3V64.MU,VISA-A,MUN,Credit Services,424,
CSE.TO,Capstone Infrastructure Corporation,TOR,Credit Services,424,
MGI,Moneygram International Inc.,NMS,Credit Services,424,
HAWK,"Blackhawk Network Holdings, Inc.",NMS,Credit Services,424,
DFS,Discover Financial Services,NYQ,Credit Services,424,
QF8.BE,MANDALA MULTIFINANC,BER,Credit Services,424,
ATLCF,Atlas Copco AB,PNK,Credit Services,424,
AD.TO,Alaris Royalty Corp.,TOR,Credit Services,424,
WU,The Western Union Company,NYQ,Credit Services,424,
3V64.DE,Visa Inc.,GER,Credit Services,424,
TCAP,Triangle Capital Corporation,NYQ,Credit Services,424,
OIX.F,ORIX CORP,FRA,Credit Services,424,
W3U.MU,THE WESTERN UNION,MUN,Credit Services,424,
AGM,Federal Agricultural Mortgage Corp.,NYQ,Credit Services,424,
V.MX,Visa Inc.,MEX,Credit Services,424,
V,Visa Inc.,NYQ,Credit Services,424,
CIT,CIT Group Inc.,NYQ,Credit Services,424,
SLM,SLM Corporation,NMS,Credit Services,424,
SNFCA,Security National Financial Corp.,NGM,Credit Services,424,
VARDHMNH.BO,Vardhman Holdings Ltd.,,Credit Services,424,
NICK,Nicholas Financial Inc.,NMS,Credit Services,424,
SUNDARMFIN.BO,Sundaram Finance Limited,BSE,Credit Services,424,
JAYBHCR.BO,Jayabharat Credit Ltd,BSE,Credit Services,424,
QSV.SG,EDENRED,STU,Credit Services,424,
ATLC,Atlanticus Holdings Corporation,NMS,Credit Services,424,
QC9.MU,CREDIT SAISON,MUN,Credit Services,424,
OIT.F,ORIENT CORP,FRA,Credit Services,424,
PHH,PHH Corporation,NYQ,Credit Services,424,
FMD,The First Marblehead Corporation,NYQ,Credit Services,424,
KNKT,Kunekt Corporation,PNK,Credit Services,424,
QIWI,Qiwi plc,NMS,Credit Services,424,
KWALITY.BO,Kwality Credit & Leasing Ltd,BSE,Credit Services,424,
ENVA,"Enova International, Inc.",NYQ,Credit Services,424,
EDEN.PA,Edenred SA,PAR,Credit Services,424,
AAU.F,AIFUL,FRA,Credit Services,424,
CACC,Credit Acceptance Corp.,NMS,Credit Services,424,
GDOT,Green Dot Corporation,NYQ,Credit Services,424,
OIT.MU,ORIENT CORP,MUN,Credit Services,424,
NIKKIGL.BO,Nikki Global Finance Limited,BSE,Credit Services,424,
NSX.AX,NSX Limited,ASX,Credit Services,424,
EZPW,"EZCORP, Inc.",NMS,Credit Services,424,
AXP,American Express Company,NYQ,Credit Services,424,
PFG.L,Provident Financial plc,LSE,Credit Services,424,
NEWS,"NewStar Financial, Inc.",NMS,Credit Services,424,
GCA,"Global Cash Access Holdings, Inc.",NYQ,Credit Services,424,
W3U.BE,THE WESTERN UNION,BER,Credit Services,424,
VINTAGES.BO,Vintage Securities Ltd.,BSE,Credit Services,424,
SUNDARMFI.NS,Sundaram Finance Limited,NSI,Credit Services,424,
FCFS,First Cash Financial Services Inc.,NMS,Credit Services,424,
FXL.AX,FlexiGroup Limited,ASX,Credit Services,424,
RONE,Regal One Corp.,PNK,Credit Services,424,
QF8.F,MANDALA MULTIFINANC,FRA,Credit Services,424,
TFCILTD.NS,Tourism Finance Corp. of India Ltd.,NSI,Credit Services,424,
IBCA,Intervest Bancshares Corp.,NMS,Credit Services,424,
VIEW,"Viewtran Group, Inc.",NMS,Credit Services,424,
QSV.MU,EDENRED,MUN,Credit Services,424,
NAVI,Navient Corporation,NMS,Credit Services,424,
ROSELABS.BO,Roselabs Finance Limited,BSE,Credit Services,424,
CFN.TO,Carfinco Financial Group Inc.,TOR,Credit Services,424,
ACD.TO,Accord Financial Corp.,TOR,Credit Services,424,
MA,MasterCard Incorporated,NYQ,Credit Services,424,
IX,ORIX Corporation,NYQ,Credit Services,424,
RM,Regional Management Corp.,NYQ,Credit Services,424,
QSV.F,EDENRED,FRA,Credit Services,424,
QC9.F,CREDIT SAISON,FRA,Credit Services,424,
SHRIRAMCI.NS,Shriram City Union Finance Limited,NSI,Credit Services,424,
LOAN,"Manhattan Bridge Capital, Inc.",NCM,Credit Services,424,
MFI,MicroFinancial Inc.,NGM,Credit Services,424,
JJFINCOR.BO,JJ Finance Corporation Ltd,BSE,Credit Services,424,
TAXI,Medallion Financial Corp.,NMS,Credit Services,424,
SYF,Synchrony Financial,NYQ,Credit Services,424,
S41.SI,Hong Leong Finance Limited,SES,Credit Services,424,
LEAF,"Springleaf Holdings, LLC",NYQ,Credit Services,424,
NICCOUCO.BO,Nicco Uco Alliance Credit Limited,BSE,Credit Services,424,
QC9.DU,CREDIT SAISON,DUS,Credit Services,424,
NNI,"Nelnet, Inc.",NYQ,Credit Services,424,
DF,Dean Foods Company,NYQ,Dairy Products,344,
SYUT,Synutra International Inc.,NMS,Dairy Products,344,
ALAN,Alanco Technologies Inc.,PNK,Data Storage Devices,813,
WDC,Western Digital Corporation,NMS,Data Storage Devices,813,
DTLK,Datalink Corporation,NMS,Data Storage Devices,813,
HILL,Dot Hill Systems Corp.,NGM,Data Storage Devices,813,
QNT1.BE,QUANTUM DSSG,BER,Data Storage Devices,813,
QNT1.MU,QUANTUM DSSG,MUN,Data Storage Devices,813,
DRAM,Dataram Corporation,NCM,Data Storage Devices,813,
EMC,EMC Corporation,NYQ,Data Storage Devices,813,
STX,Seagate Technology Public Limited Company,NMS,Data Storage Devices,813,
VOLT,"Volt Solar Systems, Inc.",PNK,Data Storage Devices,813,
IMN,Imation Corp.,NYQ,Data Storage Devices,813,
V33.F,VTION WIRELESS,FRA,Data Storage Devices,813,
NMBL,"Nimble Storage, Inc.",NYQ,Data Storage Devices,813,
SNG.BE,SINGULUS TECHNOLOGI,BER,Data Storage Devices,813,
BRCD,"Brocade Communications Systems, Inc.",NMS,Data Storage Devices,813,
QNT1.SG,QUANTUM DSSG,STU,Data Storage Devices,813,
QLG.SG,QLOGIC,STU,Data Storage Devices,813,
QTM,Quantum Corporation,NYQ,Data Storage Devices,813,
NTAP,"NetApp, Inc.",NMS,Data Storage Devices,813,
CRDS,"Crossroads Systems, Inc.",NCM,Data Storage Devices,813,
SNDK,SanDisk Corp.,NMS,Data Storage Devices,813,
TDC,Teradata Corporation,NYQ,Data Storage Devices,813,
SNDK.MX,SanDisk Corp.,MEX,Data Storage Devices,813,
VMEM,"Violin Memory, Inc.",NYQ,Data Storage Devices,813,
JUS1.BE,AEON,BER,Department Stores,731,
PIK.BE,PICK'N PAY STORES,BER,Department Stores,731,
KRK.NZ,Kirkcaldie & Stains Ltd.,NZE,Department Stores,731,
1700.HK,SPRINGLAND,HKG,Department Stores,731,
MYR.AX,Myer Holdings Limited,ASX,Department Stores,731,
HBC.TO,Hudson's Bay Company,TOR,Department Stores,731,
5SR.SI,Zhongmin Baihui Retail Group Ltd.,SES,Department Stores,731,
HY7.SG,SHOPRITE HLDG (SHP),STU,Department Stores,731,
GFAMSAA.MX,Grupo Famsa S.A.B. de C.V.,MEX,Department Stores,731,
WHS.NZ,The Warehouse Group Limited,NZE,Department Stores,731,
HUWA.BE,HUTCHISON WHAMPOA,BER,Department Stores,731,
SHLD,Sears Holdings Corporation,NMS,Department Stores,731,
ELEKTRA.MX,"Grupo Elektra, S.A.B. de C.V.",MEX,Department Stores,731,
TJX,"The TJX Companies, Inc.",NYQ,Department Stores,731,
DEB.L,Debenhams plc,LSE,Department Stores,731,
QGI.SG,MITRA ADIPERKASA,STU,Department Stores,731,
BSI,Alon Blue Square Israel Ltd,NYQ,Department Stores,731,
TKM.F,TAKASHIMAYA CO LTD,FRA,Department Stores,731,
HVN.AX,Harvey Norman Holdings Ltd.,ASX,Department Stores,731,
SHOS,"Sears Hometown and Outlet Stores, Inc.",NCM,Department Stores,731,
HUWA.DE,Hutchison Whampoa Limited,GER,Department Stores,731,
M,"Macy's, Inc.",NYQ,Department Stores,731,
0312.HK,SHIRBLE STORE,HKG,Department Stores,731,
0984.HK,Aeon Stores (Hong Kong) Co. Limited,HKG,Department Stores,731,
SORIANAB.MX,Organizacion Soriana SAB de CV,MEX,Department Stores,731,
HY7.F,SHOPRITE HLDG (SHP),FRA,Department Stores,731,
1833.HK,INTIME,HKG,Department Stores,731,
3308.HK,GOLDEN EAGLE,HKG,Department Stores,731,
KSS,Kohl's Corp.,NYQ,Department Stores,731,
HUWA.DU,HUTCHISON WHAMPOA,DUS,Department Stores,731,
HUWA.MU,HUTCHISON WHAMPOA,MUN,Department Stores,731,
HUWH.F,HTCHSN WHMP UNSPADR,FRA,Department Stores,731,
MKS.L,Marks & Spencer Group plc,LSE,Department Stores,731,
BONT,Bon-Ton Stores Inc.,NMS,Department Stores,731,
TKM.DU,TAKASHIMAYA CO LTD,DUS,Department Stores,731,
HY7.BE,SHOPRITE HLDG (SHP),BER,Department Stores,731,
DDS,Dillard's Inc.,NYQ,Department Stores,731,
NWM.F,NEW WORLD DEPT CHIN,FRA,Department Stores,731,
4HP.BE,ISETAN MITSUKOSHI H,BER,Department Stores,731,
1212.HK,LIFESTYLE INT'L,HKG,Department Stores,731,
NWM.SG,NEW WORLD DEPT CHIN,STU,Department Stores,731,
3368.HK,PARKSON GROUP,HKG,Department Stores,731,
JUS1.MU,AEON,MUN,Department Stores,731,
MCLS.L,McColl's Retail Group Limited,LSE,Department Stores,731,
JCP.BE,JC PENNEY,BER,Department Stores,731,
QGI.F,MITRA ADIPERKASA,FRA,Department Stores,731,
0848.HK,MAOYE INT'L,HKG,Department Stores,731,
SEE.DU,SEARS HOLDINGS,DUS,Department Stores,731,
JCP,"J. C. Penney Company, Inc.",NYQ,Department Stores,731,
CEMI,"Chembio Diagnostics, Inc.",NCM,Diagnostic Substances,516,
QDEL,Quidel Corp.,NMS,Diagnostic Substances,516,
TRIB,Trinity Biotech plc,NMS,Diagnostic Substances,516,
PTN,Palatin Technologies Inc.,ASE,Diagnostic Substances,516,
SRDX,"SurModics, Inc.",NMS,Diagnostic Substances,516,
CNSO,"CNS Response, Inc.",PNK,Diagnostic Substances,516,
NEOG,Neogen Corp.,NMS,Diagnostic Substances,516,
IDXX,"IDEXX Laboratories, Inc.",NMS,Diagnostic Substances,516,
OXFD,Oxford Immunotec Global PLC,NGM,Diagnostic Substances,516,
APPY,"Venaxis, Inc.",NCM,Diagnostic Substances,516,
VRML,"Vermillion, Inc.",NCM,Diagnostic Substances,516,
CONX,Corgenix Medical Corp.,PNK,Diagnostic Substances,516,
NYMX,Nymox Pharmaceutical Corporation,NCM,Diagnostic Substances,516,
ATOS,"Atossa Genetics, Inc.",NCM,Diagnostic Substances,516,
VIVO,"Meridian Bioscience, Inc.",NMS,Diagnostic Substances,516,
AMAG,"AMAG Pharmaceuticals, Inc.",NMS,Diagnostic Substances,516,
DOL.TO,Dollarama Inc.,TOR,"Discount, Variety Stores",732,
TUES,Tuesday Morning Corporation,NMS,"Discount, Variety Stores",732,
WALM34.SA,Wal-Mart Stores Inc.,SAO,"Discount, Variety Stores",732,
WMT,Wal-Mart Stores Inc.,NYQ,"Discount, Variety Stores",732,
BME.L,B&M; European Value Retail S.A.,LSE,"Discount, Variety Stores",732,
HBH3.DU,HORNBACH HOLDING VZ,DUS,"Discount, Variety Stores",732,
HBH3.DE,Hornbach Holding AG,GER,"Discount, Variety Stores",732,
WMT.DU,WAL-MART STORES,DUS,"Discount, Variety Stores",732,
WMT.SG,WAL-MART STORES,STU,"Discount, Variety Stores",732,
ALCSQ,"ALCO Stores, Inc.",PNK,"Discount, Variety Stores",732,
TGT,Target Corp.,NYQ,"Discount, Variety Stores",732,
BIG,Big Lots Inc.,NYQ,"Discount, Variety Stores",732,
HBH3.SG,HORNBACH HOLDING VZ,STU,"Discount, Variety Stores",732,
COST,Costco Wholesale Corporation,NMS,"Discount, Variety Stores",732,
QJE.BE,DON QUIJOTE HLD,BER,"Discount, Variety Stores",732,
FAY.BE,FAMILY DOLLAR STORE,BER,"Discount, Variety Stores",732,
WMT.MX,Wal-Mart Stores Inc.,MEX,"Discount, Variety Stores",732,
LAW.F,LAWSON ,FRA,"Discount, Variety Stores",732,
HBH3.F,HORNBACH HOLDING VZ,FRA,"Discount, Variety Stores",732,
CTO.MU,COSTCO WHSL,MUN,"Discount, Variety Stores",732,
FDO,Family Dollar Stores Inc.,NYQ,"Discount, Variety Stores",732,
FRED,"Fred's, Inc.",NMS,"Discount, Variety Stores",732,
QJE.F,DON QUIJOTE HLD,FRA,"Discount, Variety Stores",732,
WMT.BA,Wal-Mart Stores Inc.,BUE,"Discount, Variety Stores",732,
DLTR,"Dollar Tree, Inc.",NMS,"Discount, Variety Stores",732,
COST.MX,Costco Wholesale Corporation,MEX,"Discount, Variety Stores",732,
CTO.BE,COSTCO WHSL,BER,"Discount, Variety Stores",732,
DG,Dollar General Corporation,NYQ,"Discount, Variety Stores",732,
ZU,"zulily, Inc.",NMS,"Discount, Variety Stores",732,
CTO.F,COSTCO WHSL,FRA,"Discount, Variety Stores",732,
TRS.AX,The Reject Shop Limited,ASX,"Discount, Variety Stores",732,
BURL,"Burlington Stores, Inc.",NYQ,"Discount, Variety Stores",732,
PSMT,PriceSmart Inc.,NMS,"Discount, Variety Stores",732,
WALMEXV.MX,Wal-Mart de Mexico SAB De CV,MEX,"Discount, Variety Stores",732,
4GN.F,WAL-MART-V,FRA,"Discount, Variety Stores",732,
NSR,"NeuStar, Inc.",NYQ,Diversified Communication Services,846,
TEO,Telecom Argentina S.A.,NYQ,Diversified Communication Services,846,
WIFI,"Boingo Wireless, Inc.",NMS,Diversified Communication Services,846,
OIBR-C,Oi SA,NYQ,Diversified Communication Services,846,
WPCS,WPCS International Incorporated,NCM,Diversified Communication Services,846,
STRP,Straight Path Communications Inc.,ASE,Diversified Communication Services,846,
TI,Telecom Italia S.p.A.,NYQ,Diversified Communication Services,846,
GTT,"GTT Communications, Inc.",NYQ,Diversified Communication Services,846,
DCM,"NTT DOCOMO, Inc.",NYQ,Diversified Communication Services,846,
CCI,Crown Castle International Corp.,NYQ,Diversified Communication Services,846,
IGLD,Internet Gold Golden Lines Ltd.,NMS,Diversified Communication Services,846,
TWER,Towerstream Corporation,NCM,Diversified Communication Services,846,
TI-A,Telecom Italia S.p.A.,NYQ,Diversified Communication Services,846,
MTSL,MER Telemanagement Solutions Ltd.,NCM,Diversified Communication Services,846,
EGHT,8x8 Inc.,NMS,Diversified Communication Services,846,
MIFI,Novatel Wireless Inc.,NMS,Diversified Communication Services,846,
OIBR,Oi SA,NYQ,Diversified Communication Services,846,
PGI,"Premiere Global Services, Inc.",NYQ,Diversified Communication Services,846,
GLOW,"Glowpoint, Inc.",ASE,Diversified Communication Services,846,
LMOS,Lumos Networks Corp.,NMS,Diversified Communication Services,846,
BCOM,B Communications Ltd,NMS,Diversified Communication Services,846,
MNDL,"Mandalay Digital Group, Inc.",NCM,Diversified Communication Services,846,
I,Intelsat S.A.,NYQ,Diversified Communication Services,846,
LVLT,"Level 3 Communications, Inc.",NYQ,Diversified Communication Services,846,
IDT,IDT Corporation,NYQ,Diversified Communication Services,846,
GOGO,Gogo Inc.,NMS,Diversified Communication Services,846,
DDDC,"deltathree, Inc.",PNK,Diversified Communication Services,846,
BT,BT Group plc,NYQ,Diversified Communication Services,846,
ORBC,"ORBCOMM, Inc.",NMS,Diversified Communication Services,846,
VLTC,Voltari Corporation,NCM,Diversified Communication Services,846,
MSPC,"Metrospaces, Inc.",PNK,Diversified Communication Services,846,
HCOM,"Hawaiian Telcom Holdco, Inc.",NMS,Diversified Communication Services,846,
CCOI,"Cogent Communications Holdings, Inc.",NMS,Diversified Communication Services,846,
RRST,RRSat Global Communications Network Ltd.,NMS,Diversified Communication Services,846,
TLK,PT Telekomunikasi Indonesia Tbk,NYQ,Diversified Communication Services,846,
IRDM,Iridium Communications Inc.,NMS,Diversified Communication Services,846,
VG,Vonage Holdings Corporation,NYQ,Diversified Communication Services,846,
DBD,"Diebold, Incorporated",NYQ,Diversified Computer Systems,810,
HPQ,Hewlett-Packard Company,NYQ,Diversified Computer Systems,810,
IDEA,"Invent Ventures, Inc.",PNK,Diversified Computer Systems,810,
WHHT,"Wonhe High-Tech International, Inc.",OBB,Diversified Computer Systems,810,
SGI,Silicon Graphics International Corp.,NMS,Diversified Computer Systems,810,
XPLR,Xplore Technologies Corp.,NCM,Diversified Computer Systems,810,
ANET,"Arista Networks, Inc.",NYQ,Diversified Computer Systems,810,
CRAY,Cray Inc.,NMS,Diversified Computer Systems,810,
MEI,"Methode Electronics, Inc.",NYQ,Diversified Electronics,836,
OSR.DE,OSRAM Licht AG,GER,Diversified Electronics,836,
OSR.MU,OSRAM LICHT N,MUN,Diversified Electronics,836,
RTSPOWR.BO,RTS Power Corporation Ltd.,BSE,Diversified Electronics,836,
OIIM,O2Micro International Ltd.,NMS,Diversified Electronics,836,
YSVA.SG,REVLTN LIGHT TECHN,STU,Diversified Electronics,836,
AVX,AVX Corp.,NYQ,Diversified Electronics,836,
KEIND.BO,KEI Industries Limited,,Diversified Electronics,836,
NCE.V,Nesscap Energy Inc.,VAN,Diversified Electronics,836,
EW3.F,ENCORE WIRE,FRA,Diversified Electronics,836,
OBD.BE,OBDUCAT -B-,BER,Diversified Electronics,836,
DAIO,Data I/O Corp.,NCM,Diversified Electronics,836,
VCV.BE,VICOR,BER,Diversified Electronics,836,
NSYS,Nortech Systems Inc.,NCM,Diversified Electronics,836,
MKRS,Mikros Systems Corp.,PNK,Diversified Electronics,836,
LPL,"LG Display Co., Ltd.",NYQ,Diversified Electronics,836,
SPA,Sparton Corp.,NYQ,Diversified Electronics,836,
FKA.SG,FURUKAWA ELECTRIC,STU,Diversified Electronics,836,
CTO.V,Circa Enterprises Inc.,VAN,Diversified Electronics,836,
YEC.SG,YASKAWA ELECTRIC,STU,Diversified Electronics,836,
OESX,"Orion Energy Systems, Inc",ASE,Diversified Electronics,836,
MHTX,"Manhattan Scientifics, Inc.",PNK,Diversified Electronics,836,
THAES.BO,Thana Electric Supply Company Ltd.,BSE,Diversified Electronics,836,
CBAK,"China BAK Battery, Inc.",NGM,Diversified Electronics,836,
WDT.NZ,Wellington Drive Technologies Ltd.,NZE,Diversified Electronics,836,
3QN.BE,JINPAN INTL,BER,Diversified Electronics,836,
NTP,Nam Tai Property Inc.,NYQ,Diversified Electronics,836,
QCTA.MU,BELDEN,MUN,Diversified Electronics,836,
JEN.HA,JENOPTIK,HAN,Diversified Electronics,836,
GLW,Corning Inc.,NYQ,Diversified Electronics,836,
OS2.DU,OSI SYSTEMS,DUS,Diversified Electronics,836,
TYC1.MU,TAIYO YUDEN,MUN,Diversified Electronics,836,
TYC1.DU,TAIYO YUDEN,DUS,Diversified Electronics,836,
CTRL,Control4 Corporation,NMS,Diversified Electronics,836,
SLI,SL Industries Inc.,ASE,Diversified Electronics,836,
G9Y.SG,GS YUASA,STU,Diversified Electronics,836,
LMP.TO,Lumenpulse Inc.,TOR,Diversified Electronics,836,
MITA.MU,MITSUMI ELECTRIC CO,MUN,Diversified Electronics,836,
V03.SI,Venture Corporation Limited,SES,Diversified Electronics,836,
IS7.DE,InTiCa Systems AG,GER,Diversified Electronics,836,
RVLT,"Revolution Lighting Technologies, Inc.",NCM,Diversified Electronics,836,
HPS-A.TO,Hammond Power Solutions Inc.,TOR,Diversified Electronics,836,
XPP.L,XP Power Ltd.,LSE,Diversified Electronics,836,
FKA.F,FURUKAWA ELECTRIC,FRA,Diversified Electronics,836,
KAYCEEI.BO,Kaycee Industries Ltd.,BSE,Diversified Electronics,836,
G9Y.MU,GS YUASA,MUN,Diversified Electronics,836,
G9Y.BE,GS YUASA,BER,Diversified Electronics,836,
PRY.MI,Prysmian S.p.A.,MIL,Diversified Electronics,836,
1808.HK,ENTERPRISE DEV,HKG,Diversified Electronics,836,
ESP,Espey Mfg. & Electronics Corp.,ASE,Diversified Electronics,836,
G9Y.F,GS YUASA,FRA,Diversified Electronics,836,
MIE1.BE,MITSUBISHI ELECTRIC,BER,Diversified Electronics,836,
PLNR,Planar Systems Inc.,NGM,Diversified Electronics,836,
1685.HK,BOER POWER,HKG,Diversified Electronics,836,
TYC1.BE,TAIYO YUDEN,BER,Diversified Electronics,836,
APH,Amphenol Corporation,NYQ,Diversified Electronics,836,
XPH.F,AMPHENOL-A,FRA,Diversified Electronics,836,
MEL.L,Mitsubishi Electric Corporation,LSE,Diversified Electronics,836,
WGA,"AG&E; Holdings, Inc.",ASE,Diversified Electronics,836,
UNXL,"Uni-Pixel, Inc.",NCM,Diversified Electronics,836,
MFCO,Microwave Filter Co. Inc.,PNK,Diversified Electronics,836,
HTCH,Hutchinson Technology Inc.,NMS,Diversified Electronics,836,
ALTI,"Altair Nanotechnologies, Inc.",PNK,Diversified Electronics,836,
KEM,KEMET Corp.,NYQ,Diversified Electronics,836,
PAY.BR,Payton Planar Magnetics Ltd.,BRU,Diversified Electronics,836,
TEL,TE Connectivity Ltd.,NYQ,Diversified Electronics,836,
KE,"Kimball Electronics, Inc.",NMS,Diversified Electronics,836,
0903.HK,TPV Technology Limited,HKG,Diversified Electronics,836,
DPW,Digital Power Corp.,ASE,Diversified Electronics,836,
LED.V,CRS Electronics Inc.,VAN,Diversified Electronics,836,
CTS,CTS Corporation,NYQ,Diversified Electronics,836,
YSVA.BE,REVLTN LIGHT TECHN,BER,Diversified Electronics,836,
MRN.PA,Mersen S.A.,PAR,Diversified Electronics,836,
HUB-B,Hubbell Inc.,NYQ,Diversified Electronics,836,
RAK.NZ,Rakon Limited,NZE,Diversified Electronics,836,
ITKG,"Integral Technologies, Inc.",PNK,Diversified Electronics,836,
JEN.F,JENOPTIK,FRA,Diversified Electronics,836,
G9Y.DU,GS YUASA,DUS,Diversified Electronics,836,
SPEC,"SpectralCast, Inc.",PNK,Diversified Electronics,836,
ORBT,Orbit International Corp.,PNK,Diversified Electronics,836,
TCPI,TCP International Holdings Ltd.,NYQ,Diversified Electronics,836,
XPH.DU,AMPHENOL-A,DUS,Diversified Electronics,836,
ZTX.F,ZHUZHOU CSR TIM -H-,FRA,Diversified Electronics,836,
PULS,Pulse Electronics Corporation,PNK,Diversified Electronics,836,
PLUG,Plug Power Inc.,NCM,Diversified Electronics,836,
AVX.V,Altair Gold Inc.,VAN,Diversified Electronics,836,
